Company,Product,TypeName,Inches,ScreenResolution,CPU_Company,CPU_Type,CPU_Frequency (GHz),RAM (GB),Memory Type,Memory Capacity,GPU_Company,GPU_Type,OpSys,Weight (kg),Price (SAR)
Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,4.3,9329.5
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6,16,SSD,512,Nvidia,GeForce 930M,Windows 10,1.47,7003.08
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel,Celeron Quad Core N3710,1.6,8,HDD,1024,Intel,HD Graphics 405,No OS,2.2,1306.13
Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.7,9127.03
MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,1.6,7507.27
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.2,4323.33
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,4,HDD,1024,Nvidia,GeForce GTX 1050,Windows 10,2.4,3966.03
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,4.2,9127.03
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.62,3910.4500000000003
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX1060,Windows 10,2.24,5315.83
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,Intel,Celeron Dual Core N3350,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.22,805.513
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.37,7820.900000000001
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,AMD,Radeon R7 M460,Windows 10,2.08,3807.23
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel,Core M,1.2,8,Flash,512,Intel,HD Graphics 5300,Mac OS X,0.92,4625.05
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.42,9250.1
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel,Celeron Dual Core N3350,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.63,1187.03
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,SSD,128,Intel,HD Graphics 620,Windows 10,1.95,3215.7000000000003
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.38,5355.530000000001
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,8,SSD,256,AMD,Radeon R5 M420X,Windows 10,2.0,2933.83
HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD,256,Nvidia,Quadro M2200,Windows 10,3.14,8197.653
Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.37,4363.030000000001
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.29,5951.030000000001
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i5 7300HQ,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.06,6943.530000000001
Dell,Latitude 3180,Netbook,11.6,1366x768,Intel,Pentium Quad Core N4200,1.1,4,SSD,128,Intel,HD Graphics 505,Windows 10,1.63,2953.6800000000003
HP,EliteBook 820,Netbook,12.5,1366x768,Intel,Core i5 7300U,2.6,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.26,5514.33
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.1,3096.6000000000004
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,AMD,A12-Series 9700P,2.5,8,HDD,2048,AMD,Radeon R7 Graphics,Windows 10,2.04,2497.13
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8,16,SSD,512,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.62,6665.63
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,HDD,1024,Nvidia,GeForce 920M,Windows 10,2.4,2417.73
HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,12,HDD,1024,AMD,Radeon RX 580,Windows 10,3.74,6943.530000000001
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1536,Nvidia,GeForce GTX 1070,Windows 10,2.9,9587.550000000001
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,0.81,5951.030000000001
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,Nvidia,GeForce GT 940MX,Windows 10,1.98,3815.17
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,AMD,Radeon R5 M420,Windows 10,2.18,3135.5457
Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.32,7380.2300000000005
Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7500U,2.5,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.29,7142.030000000001
HP,Chromebook 11,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6,4,Flash,16,Intel,HD Graphics 400,Chrome OS,1.23,1528.45
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,4.36,9944.9294
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,1.76,2997.3500000000004
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.1,1944.903
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel,Core i5 7200U,2.5,4,SSD,128,Intel,HD Graphics 620,Windows 10,1.25,4327.3
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.13,9921.03
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.4,4760.030000000001
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,Flash,256,Intel,HD Graphics 620,Windows 10,1.13,7443.75
Toshiba,Satellite Pro,Notebook,14.0,1366x768,Intel,Pentium Dual Core 4405U,2.1,4,SSD,128,Intel,HD Graphics 510,Windows 10,1.75,1981.0300000000002
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.1,5391.26
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel,Core i3 6006U,2.0,4,HDD,500,Intel,HD Graphics 520,Windows 10,1.76,2322.4500000000003
Acer,Chromebook 11,Netbook,11.6,IPS Panel 1366x768,Intel,Celeron Dual Core N3060,1.6,4,Flash,32,Intel,HD Graphics 400,Chrome OS,1.35,1409.3500000000001
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,2.4,8,SSD,128,Intel,HD Graphics 620,Windows 10,1.5,2457.4300000000003
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7820HK,2.9,32,SSD,512,Nvidia,GeForce GTX 1080,Windows 10,3.49,21831.030000000002
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel,Core i7 6600U,2.6,16,SSD,512,Intel,HD Graphics 520,Windows 10,1.1,8333.03
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,HDD,1024,Nvidia,GeForce 920,Linux,2.1,2060.4300000000003
Lenovo,Thinkpad T460,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.7,4708.42
Lenovo,ThinkPad T470s,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7300U,2.6,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.32,6550.5
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,3.21,11015.2811
Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,2.9,9603.43
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.0,2655.9300000000003
Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel,Celeron Quad Core N3160,1.6,4,Flash,16,Intel,HD Graphics 400,Chrome OS,1.5,1290.25
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,HDD,128,Intel,HD Graphics 620,Windows 10,2.3,2342.3
Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1536,Nvidia,GeForce GTX 1060,Windows 10,2.73,7142.030000000001
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,32,SSD+HDD,1536,Nvidia,GeForce GTX 1070,Windows 10,4.42,12199.3733
HP,ProBook 470,Notebook,17.3,1600x900,Intel,Core i5 7200U,2.5,8,HDD,1024,Nvidia,GeForce 930MX,Windows 10,2.63,3612.7000000000003
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,SSD,128,Intel,HD Graphics 620,Windows 10,2.18,2834.5403
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,512,Intel,HD Graphics 520,Windows 7,1.54,7423.900000000001
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,4,SSD,256,AMD,Radeon R5 M420,Windows 10,2.18,2933.83
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel,Celeron Dual Core N3350,1.1,4,Flash,32,Intel,HD Graphics 500,Chrome OS,1.4,2441.55
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,512,Nvidia,GeForce 940M,Windows 10,1.45,4073.2200000000003
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.28,9039.69
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,512,Intel,HD Graphics 520,Windows 10,1.54,5827.96
HP,250 G6,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3060,1.6,4,SSD,128,Intel,HD Graphics 400,No OS,1.86,1187.03
Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,2.1,7539.030000000001
Dell,Inspiron 5767,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,AMD,Radeon R7 M445,Linux,2.83,3434.05
Lenovo,ThinkPad T470p,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD,256,Nvidia,GeForce GT 940MX,Windows 10,1.96,7554.910000000001
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Nvidia,GeForce GTX 930MX,Windows 10,2.3,3124.3900000000003
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,128,Intel,HD Graphics 620,Windows 10,1.9,3751.65
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1,4,HDD,1024,Intel,HD Graphics 505,Windows 10,2.0,1782.5300000000002
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 7600U,2.8,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.28,10159.230000000001
Dell,Inspiron 5368,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 6200U,2.3,8,HDD,1024,Intel,HD Graphics 520,Windows 10,1.62,2576.53
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,HDD,1024,Intel,HD Graphics 520,No OS,2.2,1861.93
Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.3,3377.1202
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300U,2.6,8,SSD,256,AMD,Radeon R7 M465,Windows 10,1.84,5355.530000000001
Toshiba,Portege X30-D-10X,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,SSD,128,Intel,HD Graphics 620,Windows 10,1.05,5101.45
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,HDD,1024,Nvidia,GeForce GTX 1050,No OS,2.5,4037.4900000000002
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7660U,2.5,16,SSD,512,Intel,Iris Plus Graphics 640,Windows 10,1.29,8892.800000000001
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.07,3612.7000000000003
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.2,4347.150000000001
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.37,7741.5
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.56,3580.94
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,HDD,1024,Nvidia,Quadro M620,Windows 10,2.23,7058.660000000001
Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.38,4188.35
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,HDD,1024,AMD,Radeon R5 M430,No OS,2.2,1901.63
Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.0,5510.360000000001
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,2.4,4,SSD,180,Intel,HD Graphics 620,Windows 10,1.44,2917.9500000000003
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,256,Nvidia,GeForce 940MX,Windows 10,1.23,7340.530000000001
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 7600U,2.8,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.6,6709.3
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1,4,HDD,1024,Intel,HD Graphics 505,Linux,2.0,1583.9903000000002
Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,1.28,3711.9500000000003
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,SSD+HDD,1152,Nvidia,GeForce 940MX,Windows 10,2.18,3622.625
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,2.04,3330.8300000000004
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.28,6749.0
HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.3,2718.656
Asus,VivoBook L402NA,Notebook,14.1,1366x768,Intel,Celeron Dual Core N3350,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.65,1381.5600000000002
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,HDD,1024,Nvidia,GeForce 940MX,Windows 10,2.2,2655.9300000000003
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel,Pentium Quad Core N3710,1.6,4,HDD,500,Intel,HD Graphics,Windows 10,2.2,1464.93
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.28,7142.030000000001
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,AMD,Radeon R5 M420X,Linux,2.18,1809.1290000000001
Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,12,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.2,5438.503000000001
Acer,Chromebook C731-C78G,Netbook,11.6,IPS Panel 1366x768,Intel,Celeron Dual Core N3060,1.6,4,Flash,32,Intel,HD Graphics 400,Chrome OS,1.25,1179.0900000000001
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD,A4-Series 7210,2.2,4,HDD,500,AMD,Radeon R3,Windows 10,2.8,1504.63
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,SSD,128,Intel,HD Graphics 620,Windows 10,1.95,5022.05
HP,Envy x360,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7,16,SSD,256,Intel,HD Graphics 620,Windows 10,1.42,5554.030000000001
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.17,6745.030000000001
Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.32,7142.030000000001
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,2560,Nvidia,GeForce GTX 1060,Windows 10,2.43,10516.53
Toshiba,Portege X30-D-10V,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.05,5855.75
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,HDD,1024,Nvidia,GeForce GTX 1050Ti,Linux,2.62,3688.13
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,Nvidia,GeForce 930MX,Windows 10,2.04,3573.0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,AMD,Radeon R5 M420X,Windows 10,2.18,2437.58
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300U,2.6,8,HDD,500,Intel,HD Graphics 620,Windows 10,1.9,3711.9500000000003
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7Y75,1.3,8,SSD,512,Intel,HD Graphics 615,Windows 10,1.24,7992.007
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7,32,SSD+SSD,512,Nvidia,GeForce GTX 980M,Windows 10,3.58,5077.63
Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 7Y75,1.3,16,SSD,256,Intel,HD Graphics 615,Windows 10,1.22,6546.530000000001
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,Flash,256,Intel,HD Graphics 620,Windows 10,1.13,8134.530000000001
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.95,7793.0703
LG,Gram 15Z970,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.08,8333.03
HP,Elitebook 820,Netbook,12.5,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.26,5887.51
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Celeron Dual Core 3205U,1.5,4,Flash,16,Intel,HD Graphics,Chrome OS,2.2,1425.23
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,2.3,8,SSD+HDD,1152,Nvidia,GeForce GTX 960M,Windows 10,2.6,3132.33
LG,Gram 14Z970,Ultrabook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,0.98,7539.030000000001
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7440HQ,2.8,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.6,4783.85
HP,Elitebook Folio,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel,Core M 6Y75,1.2,8,SSD,240,Intel,HD Graphics 515,Windows 10,1.09,12307.0
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,6,SSD,256,Nvidia,GeForce 940MX,Windows 10,2.2,3132.33
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,2.04,4045.3903
Acer,Aspire E5-575,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7100U,2.4,4,HDD,1024,Intel,HD Graphics 620,Windows 10,2.4,1981.0300000000002
Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,SSD,128,Intel,HD Graphics 620,Windows 10,1.44,3497.57
HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.49,3811.2000000000003
MSI,GE72VR 6RF,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,6348.030000000001
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1152,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.6,5355.530000000001
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.2,4446.042700000001
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,HDD,1024,AMD,Radeon R5 M420,Windows 10,2.18,2719.4103
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,AMD,Radeon R7 M365X,Windows 10,1.84,5149.0503
HP,Envy 13-AB077cl,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.39,4561.530000000001
Toshiba,Tecra Z50-C-140,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6,16,SSD,256,Nvidia,GeForce 930M,Windows 10,2.4,7840.75
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.37,7245.25
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,1.95,2897.703
